0,0.102*"haramb" + 0.040*"blacklivesmatt" + 0.039*"dio" + 0.039*"diooooo"
1,0.122*"haramb" + 0.018*"now" + 0.012*"flyeaglesfli" + 0.012*"hick"
2,0.097*"haramb" + 0.018*"rip" + 0.017*"go" + 0.014*"dick"
3,0.108*"haramb" + 0.097*"000" + 0.060*"make" + 0.051*"ll"
4,0.144*"haramb" + 0.058*"like" + 0.039*"squad" + 0.026*"costum"
