0,0,0.0
1,0.0,0.375
2,0.0,0.25
3,0.25,0.0
4,0.75,0.5
5,0.0,0.375
6,0.0,0.75
7,0.0,1.5
8,0.0,0.0
9,0.0,0.375
10,0.0,0.0
11,0.25,0.5
12,0.125,0.375
13,0,0
14,0.0,0.0
15,0.125,0.25
16,0.0,0.25
17,0.25,0.75
18,0.5,0.25
19,0.25,0.0
20,0.5,0.0
21,0.0,0.0
22,0.25,0.125
23,0.0,0.375
24,0.0,0.0
25,0.125,0.625
26,0.0,0.375
27,0.0,0.0
28,0.0,0.0
29,0.25,0.5
30,0.0,0.0
31,0.0,0.375
32,0.0,0.125
33,0.625,0.0
34,0.0,0.25
35,0.0,0.125
36,0.0,0.125
37,0.0,0.125
38,0.0,0.0
39,0.0,0.375
40,0.0,0.125
41,0.625,0.25
42,0.625,0.0
43,0.0,0.75
44,0.0,0.25
45,0.25,0.0
46,0.0,0.125
47,1.25,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.75
51,0.0,0.125
52,0.625,0.875
53,0.25,0.25
54,0,0.125
55,0.0,0.0
56,0.75,0.0
57,0.375,0.0
58,0.375,0.125
59,0.25,0.0
60,0.5,0.125
61,0.0,0.0
62,0.0,0.375
63,0.0,0.0
64,0.0,0.125
65,0.25,0.0
66,0.0,0.25
67,0,0.0
68,0.125,1.0
69,0.0,0.25
70,0.0,0.375
71,0.0,0.0
72,0,0.75
73,0.75,0.125
74,0.0,0.375
75,0.0,0.0
76,0.625,0.25
77,0.625,0.25
78,0.5,0.125
79,0.25,0.375
80,0.5,0.125
81,0.0,0.0
82,0.0,0.0
83,0.0,0.625
84,0.0,0.0
85,0.0,0.125
86,0.0,0.375
87,0,0
88,0.0,1.125
89,0.625,0.125
90,0.0,0.375
91,0.875,0.75
92,0.5,0.0
93,0.0,0.0
94,0.0,0.375
95,0.0,0.375
96,0.0,0.375
97,0.125,0.0
98,0.375,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.375
102,0.5,0.125
103,0.75,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.125,0
109,0.0,0.0
110,0.0,0.0
111,0.375,0.0
112,0.875,0.0
113,0.0,0.25
114,0,0.25
115,0.0,0.0
116,0.0,1.125
117,0.0,0.0
118,0.0,0.125
119,0.0,0.0
120,0.375,1.5
121,0.125,0.0
122,0.0,0.375
123,0.0,0.25
124,0.0,0.125
125,0.375,0.375
126,0.444,0.0
127,0.125,0.0
128,0.0,0.25
129,0.25,0.125
130,0.375,0.125
131,0.0,0.5
132,0.0,0.125
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.25,1.0
137,0.0,0.25
138,0.0,0.125
139,0.25,0.0
140,0.375,0.0
141,0.125,0.25
142,0.0,0
143,0.0,0.25
144,0.0,0
145,0.0,1.125
146,0.125,0.375
147,0.0,0.0
148,0.0,0.5
149,0.125,0.5
150,0.0,0.125
151,0.0,0.25
152,0.625,0.0
153,0.0,0.375
154,0.0,0.375
155,0,0.5
156,0.625,0.0
157,0.0,0.75
158,0.0,0.375
159,0.0,0.375
160,0.125,0.25
161,0.25,0.0
162,0.375,0.375
163,0.5,0.25
164,0.0,0.0
165,0.0,0.375
166,0.0,0.0
167,0.25,0.0
168,0,0.875
169,0.0,0.375
170,0.0,0.0
171,0.0,0.375
172,0.0,0.0
173,0.625,0.125
174,0.0,0.0
175,0.0,0.5
176,0.25,0.0
177,0.0,0.25
178,0.0,0.125
179,0.125,1.0
180,0.0,0.0
181,0.0,0.125
182,0.75,0.0
183,0,0.75
184,0.0,1.25
185,0.125,0.0
186,0.0,0.625
187,0.0,0.5
188,0.0,0.125
189,0.625,0.125
190,0.25,0.0
191,0.25,0.0
192,0.0,0.0
193,0.0,0.375
194,0.0,0.5
195,0.0,0.0
196,0.0,0.75
197,0.0,0.375
198,0.0,0.0
199,0.0,0.375
200,0.125,0.25
201,0.0,0.75
202,0.0,0.25
203,0.125,0.0
204,0.625,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0
208,0.0,0.125
209,0.125,0.0
210,0,0.0
211,0.375,0.0
212,0.0,0.0
213,0.25,0.125
214,0.0,0.0
215,0.0,0.5
216,0.0,1.125
217,0.25,0.375
218,0.0,0.375
219,0.0,0.75
220,0,0.75
221,0,0.0
222,0.0,0.0
223,0.0,0.375
224,0.0,0
225,0.5,1.0
226,0.125,0.375
227,0.75,0.875
228,0.25,0.0
229,0.0,0.25
230,0.0,0.375
231,0.0,0.125
232,0.0,0.0
233,2.0,0.5
234,0.125,0.5
235,0.0,1.125
236,0.0,0.5
237,0.0,0.0
238,0.125,0.875
239,0.75,0.625
240,0.75,0.625
241,0.5,0.0
242,0.625,0.0
243,2.125,0.25
244,0.0,4.5
245,0.5,0.625
246,0.0,0.25
247,0.0,0.75
248,0.0,0.0
249,0.0,0.375
250,0,0.0
251,0.125,0.875
252,0.0,0.375
253,1.625,0.375
254,0.0,0.0
255,0.0,0.125
256,0.0,0.125
257,0.0,0.125
258,0.0,0.0
259,0.0,0.75
260,0.625,0.0
261,0.375,0.875
262,0.0,0.0
263,0.625,0.0
264,0.0,0.125
265,0.125,1.125
266,0,0.125
267,0.0,0.375
268,0.875,0.125
269,0.0,0.0
270,0.0,0.375
271,0.625,0.0
272,0.0,0.75
273,0.0,0.0
274,0.0,0.0
275,0.375,0.0
276,0.0,0.0
277,1.125,0.25
278,0.375,0.625
279,0.0,0.0
280,0.0,0.0
281,0.375,0.375
282,0,0.75
283,0.0,0.0
284,0.0,0.0
285,0.0,0.125
286,0.0,0.0
287,0,0.25
288,1.25,0.0
289,0.5,0.125
290,0.0,0.375
291,0.125,0.375
292,0.375,0.0
293,0.375,0.375
294,0.0,0.0
295,0.5,0.25
296,0.0,0.375
297,0.0,0.375
298,0.125,0.0
299,0.5,0.25
300,0.0,0.0
301,0,0.0
302,0.0,0.0
303,0.125,0.125
304,0.125,0.0
305,0.0,0.0
306,0.0,0.375
307,0.0,0
308,0.0,0.375
309,0.0,0.0
310,0.5,0.25
311,0.25,0.0
312,0.0,0.0
313,0.0,0.0
314,0.0,0
315,0.0,0.375
316,0.25,0.0
317,0.5,0.25
318,0.0,0.375
319,0.0,0.0
320,0.0,0.0
321,0.0,0.0
322,0.0,0.0
323,0.0,0.0
324,0.0,0.0
325,0.0,0.0
326,0.0,0.0
327,0.0,0.0
328,0.0,0.0
329,0.0,0.0
330,0.0,0.0
331,0.0,0.0
332,0.0,0.0
333,0.0,0.0
334,0.0,0.0
335,0.0,0.0
336,0.0,0.0
337,0.0,0.0
338,0.0,0.0
339,0.0,0.0
340,0.0,0.0
341,0.0,0.0
342,0.0,0.0
343,0.0,0.0
344,0.0,0.0
345,0.0,0.0
346,0.0,0.0
347,0.0,0.0
348,0.0,0.0
349,0.0,0.0
350,0.0,0.0
351,0.0,0.0
352,0.0,0.0
353,0.0,0.0
354,0.0,0.0
355,0.0,0.0
356,0.0,0.0
357,0.0,0.0
358,1.0,0.0
359,0.0,0.375
360,0.0,0.0
361,0.0,0.125
362,0.0,0.0
363,0.0,0.75
364,0.0,0.0
365,0.125,0.0
366,0.0,0.375
367,0.0,0.0
368,0.125,0.0
369,0.0,1.0
370,0.0,0.125
371,0,0
372,0.5,0.625
373,0,0.556
374,0.375,0.5
375,0.0,0.375
376,0.0,0.0
377,0.25,0.0
378,0.75,0.5
379,0.375,0.0
380,0.0,0.25
381,0.625,0.75
382,0.0,0.0
383,0.125,0.0
384,0.0,0.0
385,0.0,0.0
386,0.0,0.25
387,0.0,0.0
388,0.0,0
389,0.0,0.25
390,0.0,0.125
391,0.0,0.0
392,0.75,0.0
393,0,0
394,0,0
395,0.0,0
396,0.0,0.375
397,0.0,0.125
398,0.0,0.5
399,0.25,0.125
400,0.875,0.125
401,0.0,0.375
402,0.0,1.5
403,0.0,0.125
404,0.25,0.875
405,0.0,0.0
406,0.625,0.375
407,0.5,0.25
408,0.0,1.125
409,0.0,0.375
410,0.25,0.5
411,0.0,0.375
412,0.0,0.0
413,0.0,0.375
414,0.0,0.875
415,0.0,0.25
416,0.0,0.0
417,0,0
418,0.125,0.0
419,0.25,1.75
420,0.0,0.375
421,0.0,0.375
422,0.0,0.375
423,0,0.125
424,0.0,0.0
425,0.0,0.75
426,0.0,0.0
427,0.25,0.0
428,0.0,0
429,0.0,0.5
430,0.0,0.375
431,0.0,0.0
432,0.0,0
433,0.125,0.5
434,0.0,0.375
435,0.0,1.0
436,0.375,1.125
437,0.0,0.0
438,0,0
439,0.0,0.125
440,0.0,0.375
441,0.0,0.5
442,0.0,0.375
443,0,0.75
444,0.25,0.0
445,0.125,0.75
446,0.0,0.0
447,0.0,0.25
448,0.0,0.375
449,0.0,0.125
450,0.0,0.0
451,0.0,0.375
452,0.25,0.0
453,0.0,0.375
454,0.0,0.375
455,0.25,0.125
456,0.0,1.125
457,0.0,0.125
458,0.0,0.125
459,0.25,0.25
460,0.5,0.0
461,0.0,0.125
462,0.0,0.0
463,0.0,0.25
464,0.75,0.0
465,2.0,0.375
466,0.0,0
467,0.0,0.625
468,0.25,0.625
469,0.0,0.25
470,0.0,0.25
471,0.0,0.875
472,0.125,0.0
473,0.5,0.25
474,0.0,0.375
475,0.0,0.0
476,0.0,0.375
477,0.0,0.0
478,0.375,0.25
479,0.0,0.75
480,0.0,0.125
481,0,0
482,0.0,0.375
483,0.875,0.5
484,0.375,0.25
485,0.0,0.25
486,0.0,0.0
487,0.25,0.125
488,0.875,0.0
489,0.0,0.0
490,0.375,0.0
491,0,0.0
492,0.0,0.375
493,0.0,0.0
494,0.0,0.375
495,0.25,0.125
496,0.25,0.25
497,0.25,0.125
498,0.0,0.0
499,0.0,0.375
500,0.0,0.75
501,0.0,0.75
502,0.25,0.125
503,0.0,0.375
504,0.25,0.0
505,0.0,0.25
506,0.0,0
507,0.0,0.375
508,0.125,0.625
509,0.0,0.0
510,0.0,0.0
511,0.75,0.5
512,0,0
513,0.0,0.0
514,0.0,0.0
515,0.0,0.375
516,0.25,0.0
517,0.0,0.0
518,0.0,0.375
519,0.0,0.0
520,0.0,0.25
521,0.0,0.375
522,0.0,1.25
523,0.0,0.375
524,0.25,0.25
525,0.0,0.375
526,0.0,0.375
527,0.0,0.375
528,0.0,0.375
529,0.0,0.375
530,0.0,0.375
